Content,Date,Rating
"A new year, and a new price increase. Netflix averages an extra $1 in cost, every year. This is getting ridiculous. I may either cancel, or downgrade and then cancel. Update: more price increases and now netflix locks movies behind different paywalls. If you're on the wrong plan, even if Netflix carries the movie, you won't be allowed to watch it. This is a terrible service. Save your money and go elsewhere.",2024-02-24 09:46:30,1
"Out of every streaming service I have used,Netflix is hands down the slowest and poorest working, regardless of a high quality internet connection as well as current updates. Rarely can I consistently watch a show on Netflix, meanwhile I have no problems with Hulu or Disney+. You've been around long enough, maybe it's time to fix your speeds instead of your prices, Netflix...",2024-03-16 15:11:07,1
"Netflix keep getting worse and worse. Literally unusable for travel and offline downloads. Travelling a lot for work, this is the reason I have this sub, but now I can't use away from my home wifi or download for offline. I've subscribed to netflix for many years and suddenly I have to pay more for something unusable? Absolutely not. It's much more affordable to buy/rent the digital shows and movies you want from elsewhere. Cancelling greedy low quality Netflix completely. Netflix is a scam.",2024-03-11 15:58:21,1
"Netflix is the first app I bought. Movies,series, TV shows, yes, still more to choose from. Netflix was also first to ask if I liked what I had seen on the network. I had Netflix, and paid for it, 1 yr, before I figured out how to watch it on my tv, and how to get help to find out.I could always get it on my phone and tablet.I love Netflix. You can always find something to watch, and if you are in bind, the network also has suggested programming, using past watching.",2024-02-08 04:39:06,5
"This app just seems to get worse. I LOVED Netflix at first especially due to the anime and tremor movies, even all the old classics and even new things! But now the app is so glitchy and I can no longer use picture in picture which means I can watch it while doing other things on my phone. I've went into my settings on multiple occasions and it's not my phone, it's the app. They also keep removing movies left and right such as my favorites which is the only reason I got this app.",2024-03-17 00:18:40,2
Netflix could not possibly make it harder for a household of two to use their service. If you're not a single person with one singular device then goodluck. Update: also recently upgraded to ad-free so that we could cast to a TV. It's ridiculous that you can't cast with ads. I guess Netflix would prefer that people (under same household of course) huddle around a cell phone screen if they're not on board with price increases. Every other competitor doesn't have these kinda issues.,2024-03-07 16:27:24,1
2/14/24 update - still awful. it still freezes every time I go out of what I'm watching to respond to a text I have to relaunch the app. December 2023- I've had Netflix for years but the more the price increases the more bugs this app has. honestly it isn't worth the price anymore with all the other options that are now available. it freezes constantly on both my TV and my phone. the options aren't as great as they used to be.,2024-02-14 15:22:08,1
"Netflix as a concept is great. Netflix as an app completely sucks. You can tell you're due for an app or device update because you get constant""5.10"" errors. Which would be fine if the updates fixed the problem. But they persist for days after. And the updates aren't exactly infrequent either. Doesn't matter if it's downloaded content or online. This is the most obnoxious app I have used to date.",2024-03-22 00:32:37,2
This app is getting worse by the week. Constantly have to log out and log back in to reset. It freezes up and buffers all the time. I have the most expensive wifi because we work from home. I don't understand it this service was never like this whats up? Do better!! But no problem raising the monthly fee. We watch other streaming services more because we don't want to mess with Netflix 😕,2024-03-26 19:41:56,3
"Avoid at all costs. I resubscribed to use Netflix while traveling. Now, the app won't even let me watch the shows/movies I downloaded before leaving for my trip. Also, I cannot stream anything because the app gives the error ""Netflix can't be used in this location"". So, I got scammed for $16 and I can't use the service at all. What a joke...",2024-04-23 03:55:35,1
"Netflix has changed a lot over the years, and it was at one point my favorite and had great selections, it was convenient and portable, so I could share with my family when I went to college. This is no longer the case, and they have changed very much on some of their selections and ideals when allow people to share accounts. Especially with family who may be going off to do something. If you want something nice just go to Hulu or Prime. The both give discounts on students and allow you to share",2024-02-09 01:17:30,1
"A shadow of it's formal self. Tons of content no one really cares for. A select amount of great content and originals. But the price increases, the ads, and the killing of series as they are trending are enough to lose a long time user. We soon as T-Mobile stops including it in their rate plans I'm out. If you don't get this for free don't start now.",2024-02-08 23:54:43,1
Just rejoined yesterday and no matter what I do I can't get Netflix to recognize my chromecast device no matter what I do. I've gone thru all the troubleshooting and nothing is working. All my other apps work perfectly fine with my chromecast. Gonna cancel Netflix because it has become absolutely worthless. I'm done trying to figure out why it's not working anymore.,2024-02-18 10:15:09,1
"This new update freezes my tablet and does not display the video. I can hear the audio. When I try to get out of the Netflix app, my tablet is frozen. I literally have to shutdown and restart. I tried all the troubleshooting tips including uninstalling and reinstalling the app. Nothing has worked. I have NEVER had the problem on my tablet. Galaxy 7 lite UI 6.14. It works fine on my iphone.",2024-03-08 16:13:15,1
"Update: I uninstalled and reinstalled the app with no change, I still cannot watch anything on my phone. Needs an update, please fix! After the last update I've had issues watching on my phone. I can cast to my google hub and it plays fine. I go back to viewing on my phone and it starts up fine but then it freezes, with the audio still playing. Did restart my phone, etc. But nothing seems to help.",2024-03-26 21:48:42,1
"Upgraded to premium for a better experience, but it's been the opposite. The 14-day device verification is a hassle, especially for a paid service! Even after upgrading, constant lockouts for my family members make the premium subscription feel pointless. Considering canceling as it doesn't deliver the expected benefits. Developers, please address these issues for a better user experience.",2024-02-19 07:52:44,1
"We've loved Netflix for at least 9 years straight. Had to make it a point to come back to thank you for what might seem trivial, but I loooove that you can lock your screen! Small, simple...but thanks! Y'all have always been awesome, and way more than fair on subscriptions...and still no commercials! Thanks for not selling out by selling us....",2024-04-24 21:46:56,5
"Terrible update. 2/17/24, and I cannot watch anything. I have been unable to watch anything since yesterday after I updated the app. It keeps spinning to load what I want to watch and never actually plays. The price increase to almost $26 makes this even more ridiculous and absolutely not worth keeping. Would not recommend anyone even bother with Netflix anymore. There are better and cheaper options that actually work.",2024-02-18 02:52:26,1
"You would think tiny glitches and audio mistakes would be taken care of by now. But for YEARS Netflix has been the absolute worst at trying to rewind, turning off audio descriptions, AND when you pause or ff or rewind, the audio becomes delayed for some reason. If you can't fix something so small, then I'm just going to have to unsubscribe because it's getting on my last nerve",2024-04-24 02:21:38,1
"Supposed to be the best. it is when it works but now it won't work on my brand new phone. it was working yesterday. no updates to cause this issue. why pay for premium service with Netflix when the app barely works an to tell me that it's my mobile network. i have pics- i utilized Netflix test Network connection, an it shows I'm connected to Internet, an server. t Mobile clarified it as well. the IT person on the phone at Netflix denied any possible app hacking, but all the signs show its hackd",2024-04-10 20:14:19,1
"Netflix used to work for me, and it was great! I loved binge watching and such, but now after the latest update for some reason it keeps telling me the my device is not part of the house hold, even though it's all payed for! Netflix disabled this pop up thing for a while, but now it's back. Plus they made it 2x more expensive which sucks. If Netflix expects me to support them again then the need to support us 👊!",2024-03-30 22:07:27,1
"Can't use Chromecast without ad-free plan. Fix it. Amazon prime still casts with ads. I guess Netflix app developers are inferior. From the Netflix website... ""Using a mobile device to watch Netflix on a TV isn't available on an ad-supported plan. To use your mobile device to watch Netflix on your TV, you'll need to change to an ad-free plan.""",2024-02-17 13:50:57,1
"2 days ago someone hacked my account and added themselves, charging me the premium. Now no matter how I try, I can't watch any shows, because the account INSISTS I have to add an extra person. I enjoyed Netflix for a long time, but this??? It took a phone call and it was fixed and a refund is being done. Thank you. I am once more a happy customer.",2024-02-14 15:32:32,5
"Netflix is trash. Ever since the latest update, I can't get it to work on my Oculus or my Samsung smart TV because apparently, neither of them support ads. Well, guess what the new update was so generous to put in everything. ADS, so now I have to? Upgrade my plan, which means? You guessed it PAY MORE MONEY. Just another way to con people into having to pay more for garbage. No thanks, I'll take my money elsewhere.",2024-02-09 04:04:10,1
"When I finally feel like trying the service out, it doesn't even allow for me to pay for a subscription through the play store. Netflix insists on either a credit card, or pay-pal, and I don't want to open a bank account just for a single streaming service. Pretty much every other streaming service on the play store allows me to subscribe through the play store, but Netflix just has to be petty and inconvenient",2024-02-25 04:44:26,1
"Ever since the added the option to restart on crash, it always crashes after being paused for a few minutes. It is also spammed with games nobody wants, and hides the titles of coming soon so that you are forced to watch the preview to see what it is. Also, the non-stop spam notifications to continue watching something or to ree a release you didn't even add to a list is annoying.",2024-03-04 03:52:07,1
"Pretty horrible. I paid more to add an account and they took the money but won't allow me to watch. The account cancels now in less than 2 weeks because its upsetting, so we canceled. Have been subscribed since 2010, my son and I, but Netflix has new rules so we obliged and they took my dollars and won't allow me to watch. Good riddance Netflix. Too bad you're so greedy.",2024-04-24 18:36:15,1
"Warning - As of today, 01/31/2024, I get this from Netflix support: ""Using a mobile device to watch Netflix on a TV isn't available on an ad-supported plan. To use your mobile device to watch Netflix on your TV, you'll need to change to an ad-free plan."" Unilaterally changed the plan that I get with T-Mobile and added this little caveat to make things worse. I can no longer use my tablet to cast to my TV through Chromecast. Make sure to get Chromecast with Google TV (remote) to enable casting.",2024-02-05 02:49:18,3
"Love the download feature and the app in general, but I have a big issue with the app causing my UI to crash when I start a video on my Galaxy A14, which freezes my phone for several minutes. Thir really hurts during my 30 minute lunch breaks at work. I have sent Netflix's app support an email. I will be happy to change my stars when this issue is fixed.",2024-03-31 01:26:46,2
Traveling trying to cast a video to the tv and it keeps prompting me to sign in or sign up. Other apps like hulu and max have not had any issues with this. Please add customization options. I do not like the new layout for the app. I am not interested in games from the app. I just want to watch a movie while on the go sometimes please make it easier or so I can customise the content I see in my account on the app.,2024-03-01 21:45:36,1
"I used to love Netflix. But now I can't ever watch it. Whether it's the phone app or even on TV, it either keeps showing the loading symbol, the play screen, or an error screen (on the TV). It's just a complete waste of money anymore, especially for the prices they charge🤦‍♀️",2024-04-05 02:23:33,1
"Higher the price, worse the service . Honestly, for the last few months, Netflix has been awful it kicks me out of the app for no reason, and also, when I press pause, it kicks me out . I've been thinking I need a refund for all these months because im not able to enjoy streaming, and it's very aggravating. So I'll be calling them soon for a refund at this point and will probably not pay for netflix again.",2024-04-01 00:37:23,1
"I have been using Netflix's long-time Go option for streaming. but now they are bad. I travel a lot, and I want to watch Netflix movies even when I'm traveling. Unfortunately, Netflix restricts the movies you can watch while traveling. My account is in the United States. Before, I didn't have these issues. Even if it wasn't working, I could use a VPN and still watch. Now, they deserve zero stars. We have eight accounts in our family, and I'm thinking of canceling if they don't fix the issue soon",2024-02-18 16:47:10,1
"Loved Netflix when it first came out. Now they are doing Net tricks. The cheapest plan has ads, which I don't mind. Now you can't watch a lot of movies or t.v shows because you don't have a regular plan. It's honestly getting worse, there's plenty of sites to watch these movies and t.v shows for free. I wouldn't recommend nextflix. Becareful of their Net tricks",2024-04-01 00:13:48,1
"The casting button has disappeared, I've restarted the phone and uninstalled/reinstalled the app and it's still not there. Edit- It appears that you now have to pay for the no-ad version to be granted the privilege of casting to a TV from your phone. I absolutely will not give a penny to Netflix for this. If it wasn't free with T mobile I would cancel completely. Way to ruin a good service ...",2024-02-06 02:46:04,1
"Due to Netflix changes to prevent password sharing, I legitimately cannot watch on my phone anymore without requesting temporary codes. My account is logged into both my TV and my phone. With the new ""household"" rule, all devices need to be connected to the same internet source to count as a household. My TV is hardwired and I use data on my phone. The building I live in has no wifi. Thanks for giving me my 13th reason why to cancel your service. Cheers!",2024-03-09 20:25:47,1
"Screw Netflix! Even though my Netflix account is paid for through my phone plan (as a perk of the family plan), they won't let everyone on the plan use the app. At first we could, but only on our phones (not on our TVs.). Now, we can't even watch it on the phones that are part of the family plan. If it wasn't free already, I would cancel it for sure. Oh, how the mighty have fallen. Hulu, here I come!",2024-03-05 01:58:59,1
"Seriously done with this app. Why can't I have the simple option to disable the brightness adjustment feature on the app and keep the same settings as my phone while watching the shows? It is significantly brighter than the brightest setting on my phone already and even when I toggle the brightness bar all the way down, it's still too bright and I can't watch the show without it triggering a headache or worse. Some of us don't need to be staring at the sun on our screen! You can afford to fix it",2024-03-09 04:25:04,1
"Absurd that the brightness controls are still an issue after over 2 years. I DONT WANT THE APP TO CONTOL THE BRIGHTNESS AND PREVENT MY DEVICE FROM MAKING THE ADJUSTMENTS AUTOMATICALLY. Like seriously, please just remove the brightness adjustment bar from the app. It does not need to be there when it's readily available in your pull-down menu. Not to mention the limited download cache for offline, constant price hikes, and extra fees for additional family members. Think I'm done with Netflix.",2024-03-16 02:45:45,1
"So many years this was the place to go, great content and priced appropriately. Now, they, decided to add advertisements during streams, on a service we already pay for ad free content, hence the reason for a subscription payment. I have and can view the same content on a regular cable service that already has advertisements. ads and pop-ups before, fine, I get it, revenue is for the investors, but during? Really? Well, investors are seeing the share price drop consistently!!! VERY BAD CHOICE",2024-02-08 23:45:48,1
These changes are dumb. I only have Netflix because of my T-Mobile plan and honestly the way tmobile has been acting up lately I might leave and say goodbye to both services. Random titles on Netflix are restricted now with the ads plan? Tf? I can't even watch using the app on my laptop anymore. Their reasoning the app doesn't support the ads. Gtfoh! If hulu works just fine with ads how tf is it so tough for them to get it together. Don't bother asking cs for help they just tell you to upgrade.,2024-03-26 08:02:21,1
"Constantly have to turn the app off and back on just to get the subtitles to keep working. Plays like 1 or 2 episodes and then stops using subtitles even though it's set on subtitles. Go into settings to reset and get subtitles back on but it doesn't work. Have to restart the app every single time. Extremely annoying, I'll just go back to Hulu and Viki Rakuten. At least my money will go to apps that actually consistently provide the services I'm paying for. Pretty sure good ratings are fake.",2024-03-25 17:15:31,1
"I've been able to watch Netflix on my phone for a while, but suddenly it said my phone is no longer part of the household when I've been using it on the same device for over a year. Mind you I've never had this problem before. I'd give this app negative stars if that were an option. Go get hulu instead, Netflix is a waste of your money and time",2024-03-17 05:46:58,1
"Horrible app. Used to be able to cast, now Netflix, in a money grubbing attempt, has added advertisements to their content. If you have a plan that has advertisements, you are not allowed to cast to your devices. This is awesome, let's just go back to cable. Way to go Netflix, your company may as well be a pile of excrememt.",2024-02-04 16:52:46,1
"I downloaded just to downrate ;) I pulled the app up on my TV and it didn't tell me at any point directly I was being charged, it said what my account service previously was, without an option to change anything, and immediately renewed service. It didn't say hey you're restarting your subscription like in the past it just automatically assumed because the app was open I was spending money. I confirmed no purchase.",2024-02-27 22:08:07,1
Can't cast from my phone when not on the add free subscription option. I've not seen any streaming service put such a dumb rule around the subscription that I use. I will definitely be un subscribing this month. Can't watch movies in bed on the chromecast but I could if it was a smart tv. This is pointless and I won't be paying an extra $10 for it.,2024-02-12 04:39:16,1
"Incompetence in software engineering. First of all there's no ability to view in portrait mode without third-party apps. When the app is in portrait mode the controls are a little worse, and it's lacking features in portrait and other modes. I'm trying to upgrade the account to a premium account and let my girlfriend use it but I'm unable to do it on Android because it doesn't work in the app, the website forces you back to the app if you try to change it in there. Money on the table",2024-02-13 01:22:51,2
"The only reason why we still have this is because of the tmobile discount we got grandfathered on. On the Flip4, there is a glitch that happens when you try to go back to the app from multitasking. The film is horizontal instead of vertical, causing you to have to restart the title. Titles do not always start from the same timestamp you were watching from.",2024-03-08 18:14:19,2
"Ever since this new update and new restrictions, Netflix has now become pointless. I can no longer connect my tablet to Chromecast or watch something without having some type of technical problem. Netflix used to be easy and great for me to watch my favorite shows and movies. Now I just look forward to Stranger Things.",2024-03-03 06:21:10,1
"It's pretty basic. Expensive for what it offers, and has rules that make no sense. Netflix as an app and service used to be good, now the app has new updates because of the household rule. The problem is that the app will think a device isn't part of the household even if you're literally in the same house you've always used the app in and it's the same device. Also, the whole point of Netflix is to be able to watch on the go with ease. It's no longer easy to do so.",2024-03-19 01:57:54,1
App on any device constantly freezes and/or closes on its own randomly. Called support and got absolutely no help. The guy even stated from the get go that it was a known issue. None of his troubleshooting tactics worked. His tone really changed when I called him out that if this is a known issue then why am I paying full price for services I can't use. Ended up canceling our account all the other apps work just fine. Amazon and Hulu offer far better options and always works,2024-02-10 19:39:42,1
Another price hike coming in March. I've finally decided to cancel after a lackluster library that borderlines on shovelware. There are good shows and movies on Netflix that is true but it's not worth the price of admission anymore. The subscription prices keep going up and I'm questioning what the money is going towards. I don't care for any of the mobile games they decided to add in the app for some odd reason and I can't take another live action adaptation of a show I've already watched.,2024-02-29 17:29:34,1
"The app has been so glitchy since they started shoving commercials down our throats. The original content hasn't been good, and most of the content can be found on other streaming apps. If this subscription wasn't part of my phone bill, then I would leave this app and never return. Get you act together Netflix, or I will ask T-Mobile to cancel all the subscriptions.",2024-02-19 12:36:09,1
"It's literally impossible to see dark scenes on an android tablet or phone. The app forces you to use their brightness slider, it locks the one for your general screen and it's highest brightness is WAY too dark. Can't see Avatar, can't see Stranger Things, etc. The requirement to use the App's brightness slider should be removed. My fiance has an iPad and doesn't have this issue, so it's clearly a problem with Netflix and Android.",2024-02-27 19:59:01,1
What's the point of putting on your/ your household phones if you have to jump through hoops Just to watch It on your phone. Netflix's recent password sharing has come at the expense of its customers and it's complete slimy greedy BS. The prices have gone up while the quality of what they have to show as drastically gone down over the years. I'm gonna demand a refund and never get Netflix again.,2024-03-26 13:22:50,1
"The app and the platform gets worse and worse. No more password sharing, awful short video things, and not to mention games. Yes exactly what I came here to do, play games instead of watch a show. It keeps forcing features that no one wanted, like overriding brightness or this awful contrast filter that changes depending on brightness.",2024-03-26 06:51:52,1
"The tudum sound (as if I'm opening the app) clangs during the middle of whatever I'm watching, sometimes multiple times in one session. Very annoying to have an intimate conversation with Anthony Bridgerton and Kate Sharma interrupted by this nonsense. It happens on both the app for my smart TV and the app for my Google TV device. I chatted with the support team, and they said they would ""note my feedback"" but had no solution.",2024-02-23 05:14:09,2
"The fact netflix is blaming chromecast for THEIR issues is a fkn joke!. So recently, when I'm streaming netflix and using Chromecast, netflix keeps disconnecting from it. They blame it on Chromecast. Really? So I still have about 7 other streaming services that STILL work flawlessly with Chromecast. But chromecast is the issue. 🤣🤣🤣 Delusional AF! Fix your bull 💩 coding",2024-03-24 04:35:15,2
"Netflix use to be the place to watch movies, shows etc. Netflix price point in terms of it's offerings has become expensive. I wouldn't be surprised to see future consolidation in some of these subscriton service as the pace of new subscribers allows down. Ultimately, keep prices are going to be a key drawback in these services. I will be leaving Netflix due to pricing.",2024-02-04 18:09:51,3
"I don't often review apps, but I LOVE the audio-only feature!! Amazing. A great option for people who can't or don't like to watch and prefer to listen. Edit: this feature is gone and also Netflix can't seem to keep up with my Pixel 8 Pro; the image is very choppy.",2024-03-14 19:28:27,3
Recent update will not play anything without captions. These are not foreign titles. They play on my other devices without captions using the same profile. Turning captions off on this android device only works for the remainder of the current video. Captions return when playing the next video. Problem is specific to this version of the app.,2024-02-05 12:43:09,1
"Signed up for one movie, can't watch because of licensing I ditched my original plan because I was no longer able to let my daughter at college use the account, and she was the primary user. After a few months, a new release came out I wanted to watch, so I signed up for the ad plan. Go to watch the movie, and I'm blocked from watching it without upgrading my plan. Worst business idea in history. Ridiculous. Cancelled again, for the last time. Should have just rented it on prime.",2024-02-18 06:31:15,1
"Trying to log in with different deivce, password is incorrect (on my other device i can get in just fine with my current password), so i change my password, put in the new password, and apparently its incorrect! (Of course it works on my other device). When i try to use the sign in code, it conveniently says that there are too many log in attenpts, honestly i think i would rather watch pirated content.",2024-02-13 15:45:10,1
"Constantly gives me a hard time when trying to login or setup in a new device. The FAQ and help articles just go in circles and are no help at all. They make it extremely difficult to delete your account and somehow, junk emails keep getting re-enabled. Even if the content was still good, I would not recommend this app.",2024-02-28 07:56:40,1
"I really enjoy watching cartoons from my childhood, and this app has many of them. There is a bug that continues the movie or show you are watching when you put your phone in sleep if you don't close it or the app. I really want that to be fixed because I usually find my movie or show finished while my phone was in sleep. I then have to find the episode or spot I was at to continue from where I left off.",2024-03-15 19:21:45,3
Keeps crashing while I try to watch Resident Alien . I've had the episode freeze about 4 times now and have restarted the app another 3 times because it kept freezing or just loading and they raised the price . Very frustrating especially with the economy I could spend my money on things that work fix bugs or crashes or I'll be forced to cancel .,2024-02-16 19:22:29,1
Annoying update for Netflix makes it hard to watch your own Netflix when not watching at your house. Whatever happen to convinence. 🙄 Have to keep verifying and after ahwile it even forces you to stay on same wifi. So much hassle and for what anyone can just use a VPN to use same router ip to make it look like same network. Time to move to better apps.,2024-03-02 16:58:44,1
"Unusable. Netflix Households has made it so that I can't even watch Netflix on my own phone on my own account that I pay for, without sending myself a temporary code every time I open the damn app. Their attempt to crack down on password sharing has just made the entire app unusable trash. I'm deleting my account now, after 12 years. Other streaming services have the same and more shows, anyway.",2024-02-19 13:47:04,1
"HDR Content is too dark to be able to see on even top of the line flagship grade devices. My last Samsung Galaxy S series phone had this issue, even with brightness turned up to maximum. I read that it was because Samsung didn't support Dolby Vision. But I have now switched to a Pixel 8 Pro which does support Dolby Vision, and I am having the same problem, again, despite device brightness being turned to maximum. If I can't watch content, then I'm about to stop paying for content.",2024-02-08 14:42:39,1
"Netflix is getting ridiculous. My 9 year old can't watch Netflix her tablet because she is using the Hotspot on my phone. I am currently paying $25 on an app that I can't use. Due to Netflix stupidity, I will not be renewing my subscription on the 26st. I will be switching to another cheaper streaming service because of the inconveniences of Netflix.",2024-03-17 00:52:12,1
"Ever since this new forced tier system, many of my devices will no longer stream Netflix. What is the point of keeping Netflix then? I started Googling and it looks like I'm not the only one with this problem and that many people are canceling their service. That's the direction I'm headed. I'm not going to pay for a service, then be force fed ads on top of paying for a service that Netflix cannot provide.",2024-03-10 18:42:35,1
"I find the rate hikes and adding of ads to be terrible. I don't know how netflix thinks it's service is worth charging over double the cost of for an ad free experience, when previously it was offered at a fair price. Especially to those who have paid for their services for YEARS. Shows how much they care about their customers.",2024-02-06 20:17:33,1
"I have to change the audio every time I start a show, even if just leaving the app for a minute, because it defaults to descriptive audio if available. There is no option to change the default. The default SHOULD be original! I'm going to keep dropping the rating until fixed. Down to 1 star! Fix this!",2024-02-28 17:11:30,1
"Very close to discontinuing use. You continue to restrict the things I am allowed to do with a service I still pay for. You continue to either get rid of or lose good shows. Now you want to use wifi to verify my location before allowing me to watch the shows I pay for the ability to watch whenever I want? Plus, you made it look like I had to create a new account to move forward whatsoever. I had to look up what was going on separately, or this app would've just been a bad screensaver. Eh, close.",2024-04-23 04:26:34,1
"Delete Netflix, Switching to one of the many free sites with a free ad blocker works perfectly! Has more stuff than Netflix too. It''s simply not worth it for the low quality product they are offering. Their shows aren't even good anymore. Netflix is a greedy myopic company doomed to fail due to its recent decisions. Whatever it's become isn't what it used to be and I have gotten rid of my account & encouraged my friends & family to do the same.",2024-03-28 08:50:43,1
"I cannot even watch shows on this app. The shows get paused and skip abut 4 scenes and I miss the dialogue. I also have hulu and Amazon prime and many other platforms, but this is the only one that doesn't work properly. Not worth the money. I've been trying to watch Love is Blind, but it keeps timing out and skipping ahead. I miss about 80% of the dialogue. I also tested out other platforms to see if it was just my internet, but it is not. All other platforms work fine. It's just Netflix.",2024-03-03 04:41:36,1
"This app needs some serious work. On my Roku TV and my phone, the audio is low. If I exit out of the app for even 5 seconds, it will reset my show. It doesn't even save the episode I'm on, let alone the part of the show I was on. This happens on the TV and the phone as well. The other random issue that just started happening a day ago is that the closed captioning keeps turning itself on no matter how many times I turn it off.",2024-02-01 23:54:31,2
"I have always used Netflix as my go-to streaming option. This new update IS AWEFUL. Every single time I try to watch a show or movie, THE SUBTITLES ARE AUTOMATICALLY ON. No matter what I do with the settings. It is super annoying. When my profile is opened, it automatically goes to the ""new and hot"" page instead of my home page playing random trailers. And the amount of games that play annoying music while I'm trying to scroll through TV options is getting really old. Please fix it.",2024-02-02 15:01:15,2
Doesn't work on my PS4 and since they added this ad plan garbage nothing I want to watch is available and I can no longer use my chromecast. I only have it because it's free on my tmobile plan. I would never pay for such a greedy company and I do not recommend Netflix to anyone who would have to pay. The selection is weak at best past the 6 good shows they offer. I have a better variety on Tubi and they let me use my chromecast and it's free. Netflix is a major disappointment.,2024-03-13 20:46:17,1
"Subtitles never work. I constantly have to close the app and restart my phone after every episode in order to get the subtitless back. This is crucial to be able to watch the shows, PLEASE fix this. Also the app is lacking features it should have at this point, like the ability to mark which shows/movies you've already watched as well as hide titles you don't even want to see.",2024-01-30 15:44:33,1
I'm not sure if it's just my phone or what but I don't like the games feature on Netflix now and I have to constantly turn off the closed caption every single I want to watch a show regardless if I've turned it off the 1st time. The other issue is when it opens it takes you to some random page or some notification page instead of the home page. It all annoys me and I want to go back to just opening the app to the home page and continuing where I left off.,2024-01-31 00:57:38,2
"Netflix is thieving. I canceled my subscription back in January. They kept my credit card on file. When my in-laws accidently opened the app despite Netflix being restricted to my household, the subscription was restarted. They sent an email to confirm. Thing is, i didn't confirm, and still the subscription was restarted. Of course they provide no route for a refund. The only way to delete my card info is to put in another card. How is this legal?",2024-03-11 02:30:27,1
No problems streaming on my phone. No problems casting. No problems on my outdated Chromebook. Big problem streaming from my tv! And it's the latest with built in Netflix and yet it constantly crashes. For all the money they charge it should run like a dream. And no no other devices stream at the same time I'm watching so that's not the problem either. And yes I have great internet service. So. Get it together Netflix.,2024-01-31 01:41:21,2
"A come and go streaming app for shows and movies. Sadly, it has a lot of issues. Now more limitations to users and multiple devices, range/far travel issues, limited options/features, lack of good content, way too many foreign films/shows no one cares for, lack of quality content, lack of seasons, and lack of quality movies (also stuff comes and goes). Honestly, don't bother paying for the higher end streaming.",2024-02-08 08:25:34,2
