Content,Date,Rating
The screen goes black during the primary ads or when opening to full screen. Nearly EVERY time. Audio works but no video. I'll have to back out and reopen trying to get a picture to show; going through all the ads again EVERY time. Taking 5-10 minutes just to start a show or continue a show/ movie after the ads. Incredibly frustrating. Update: Every. Time.,2024-03-20 05:17:20,1
"Let me start by saying amazon is amazing. This app though, I couldn't tell you. I can watch Netflix, YouTube and any other video. This app doesn't work! Movies and TV shows both neither one work. I can't watch anything. Thank God for Netflix. EDIT: It's been over a month. Videos will play the sound but no picture. Awesome response amazon",2024-03-07 03:17:06,1
"I used to use this as my go-to, but after the addition of all of these ads, it's practically unbearable. Why do i pay extra to watch discovery if there's going to be a 30-second to 3-minute advertising break every 8 minutes??? And no, amazon, im not giving you another few dollars a month to get rid of them all because you want to be greedy. Im canceling my subscription.",2024-03-12 06:34:30,1
"The app works the same as other streaming apps. You can search, save to list, & watch movies and television shows. UPDATE: you can now make purchases in app again (except for subscriptions) BUT when they updated the service to include ads, it somehow messed up the app so that if you're watching picture-in-picture with the video smaller on the screen while using another app on your phone - it won't pause anymore. You have to be watching full screen. Every new update breaks something. It's dumb.",2024-02-18 02:27:46,3
"Regularly experience video play back errors on multiple devices over multiple different data connection paths. Data connections have plenty of available bandwidth. I would never pay extra for anything on prime video with this kind of subpar performance especially considering there are several other options. Tired of getting the generic ""Something went wrong. Please try again later."" and ""Internet connectivity issue"" error messages. So glad Hulu and Netflix don't have these issues!!!",2024-02-23 02:49:15,1
"Too many adds on some (not all ) TV free TV shows The 15 second interruptions are annoying , especially when they interrupt a film in midsentence, and don't return to the same spot in the film. Film with LIMITED ads are reasonable. The monthly has not changed for my PRIME membership. The selection of films is sometimes limited compared to some other free services though One other thing I do like is that only PRIME yells me the number of and the length of the ads coming up.",2024-02-09 04:18:20,3
"Inaccessible to visually impaired. I would've giiven 5, if it weren't for an update or 2 ago it took away the labels for TalkBack. Talkback gets some text, but most is garbage. & if the movie titles are cursive, forget it. & what is this adding an extra button to be able to go into full screen? You have to hit it, & if you're using TalkBack, audio description, & the movie's playing, you hear all of it at the same time. You want me to buy movies, then you stop me from finding movies? SMH",2024-03-01 02:28:48,3
"What a joke. The app won't even open on Android 13 anymore 🤷‍♂️ Before that, issues loading the app and buffering problems. Not to mention the UI is definitely in the bottom tier relative to other top streaming platforms. The only saving grace of this platform is their hit shows ""Upload"" and ""The Expanse.""",2024-04-16 08:08:18,2
"The app gets a second star solely because X-ray (info about actors & such) is a nice feature. It gets a bit of a ding because selection is mediocre AND, despite the extreme cost of Prime membership, most videos add annoying ads. But the primary reason that even a 2-star rating might be a bit generous is that it's rare for the app to successfully play a downloaded video. Many videos won't even start & will show an error message, and some videos will stop playing in the middle of the playback.",2024-03-21 18:41:14,2
I held steady at a 4 star because they have been adding better shows. Then the addition of ads really made this sour because of how poorly it's implemented. If I fall asleep to an episode need to rewind I will get spammed with 6 min straight of ads trying to find where I was. Ad when it starts ad because you fast forward they even give me ads right after watching them when I rewind back over where the ad was to see the scene uninterrupted.,2024-04-12 21:08:19,1
I don't care for Prime Video. It's a total rip off. You already paying for Amazon. Paying extra for Amazon Prime. Paying $10.00 for subscriptions. Then they are charging. To watch up to date series. That should come with the subscription. Almost $30.00 they want. For each new series. You might as well stream somewhere else. You'll come out much cheaper. The way amazon prime video is set up. You might as well. Pay Verizon or Comcast. For a cable bill. Cause this app is ripping people off.,2024-04-14 15:56:57,1
"Rated on app design, not content. 1. It is a pain to rewind & fast forward compared to every other video platform. It is so clunky, either going too slow or too fast and not stopping where you tried to stop it. 2. I should be able to access the sidebar from wherever I am within the platform. Instead, I am often forced to go back, back, back to get back to it. 3. The add-on channels need to be added to the sidebar. I don't want to have to go hunting for them. Prime Video is below Amazon Quality.",2024-04-07 18:00:54,2
"They added ads after I purchased, shameful. The app works fine, you can watch videos and commercials as long as you have some sort of internet. It's not the app. That's terrible, it's the service. They want another $3 a month to take the commercials away from a service that was sold to me without commercials. I have canceled Amazon prime renewals and decided not to watch their videos anymore.",2024-02-16 16:14:14,2
"Unhappy with both the app and the service. Midroll ads are obnoxious for what was onc a premium service. If you must rewind past an ad wall, you will end up watching them on all 3 passes. The volume of the ads is also louder than the actual show/movie by enough to be annoying in the best case. Understandable if the service is purpose built for revenue generation. In many cases, if I have to close the window in the middle of an episode, I'll come back to it starting me several episodes behind.",2024-02-26 22:16:44,1
"I really like the Amazon Prime video app the only issues I've had with it is, whenever I open it and go to a series I haven't finished watching, it takes me to a previous already finished episode of that series instead of playing the next one automatically or letting me pick an episode, it will try to cut off and play the next video before the current one is finished playing all the way through. And the app does randomly crash sometimes. But other than those issues it's a pretty good app",2024-02-19 18:06:53,4
It doesn't always work. I usually get a text message popping up in the middle of watching a show that says that this video is currently unavailable. It also says to click on link to customer service but it only takes me to Amazon website not the place where you supposedly fix this problem. I also don't care for the fact that you take off a show I was watching before I finished without giving a warning that show is about to expire. Other than that it's a good app,2024-04-16 07:34:59,3
"I like that it's included with Prime membership and I like the show and movie selections. However, adding commercials was Bad Business. I would have given 5 stars if not for that, now I think 3 is generous. Instead of offering deals to new customers only... Amazon should try offering their loyal, long-standing customers a better deal; or at the very least, get rid of the commercials for them.",2024-02-21 17:57:36,3
"Why won't the player controls reappear when I touch the screen? Sometimes they will, but most times they won't and I have to back out of my movie. 3 years later and still no improvement. Regardless of the network searching often crashes and is slow when it doesn't.",2024-04-16 15:21:11,2
"Cheap (20 EUR/y until 2015, 36 EUR/y from 2018, 50 EUR/y from 2022 with ads) but also poor of good contents. Lately third-party services with new content have been added, but practically all of them come with their respective aditional paid subscription. From 2024 the Prime subscription includes adversing and an additional fee is required of 2 Euro/month to remove it. At this point it would be more sense a 100 EUR/y subscription with real good contents and without soccer. App is fine.",2024-04-07 10:02:02,2
"The number one streaming service? Yeah for charging you for everything sure, they're number one in cost. There were maybe 3 shows total I watched that were Amazon originals and the rest you had to pay for so why not just buy DVDs? Seems like the better option considering digital content can be changed or removed at a whim. (Even if you paid for it, read the agreements). Plus they charge extra for ad free viewing on top of that. If you want a leech, this is the right streaming service for you.",2024-02-12 12:54:01,1
"I hate the ads. The mobile version works on the first video, then you get a black screen on the next. The ads alwaare alwaysre to see tho,gh. In order to fix it,you have to back out and reopen the video, thus forcing you to watch the ads again. The fact that they haven't fixed this leads me to conclude it's intentional. Not only are you forced to watch ads for a paid service, you have to watch twice as many just to fix the black screen. That's a sorry way to treat subscribers. Greed greed greed.",2024-03-14 00:26:06,1
"You'd think price increases would pay for improvements but with Amazon, it's the opposite. Prices keep going up while functionality & benefits keep going down. I am now paying 150% of my original Prime membership fees & have nothing new to show for it except things to complain about. It's glitchier, has more ads, has less quality programming, and other aspects of Prime membership have been hurt, too. The main screen is an ad for the add-ons by constantly directing you to premium content.",2024-03-31 21:59:17,1
"The lay out does not make it easy to find new movies and shows that are free with Prime. Also, I do not like that I'm having to pay more if I want to watch ad free. When companies do this they are double dipping I'm paying a fee to use their services, and now they are getting ad revenue from other companies or from me by paying more not to have the ads.",2024-04-07 16:01:17,2
"To be honest I've always loved prime video, but that feeling has waned sharply over the last 2 years. Everytime I want to watch it seems I have to hunt for something that is not ""buy or rent."" My choices are getting more restricted all the time. I order hard goods infrequently, so Prime free shipping isn't a substantial benefit. I do read a lot of Kindle unlimited, but there are other streamers. If this trend continues, I will be deciding whether Prime continues in my home.",2024-04-02 18:58:56,3
"They have a decent range of movies/shows, but too many are purchase-based in proportion. Their app doesn't always retain where you left off and restarts you at a prior episode -- sometimes several episodes -- from where you left off. The now-added commercials are slightly annoying but are relatively short and not *too* frequent, if again still annoying given the subscription rates. If my partner didn't subscribe us then honestly I'd drop Prime at this point. It's not horrible, but not great.",2024-03-12 16:46:31,2
"The whole point of paying for a subscription for Amazon Prime was for 2 reasons: 1. Free next day delivery on purchases (avg. about 40% of items I purchased qualify) And, 2. Videos/Movies without ads. (Now they're running ads, but for EVEN MORE MONEY PER MONTH you can watch ad free.) Even WITH a paid Amazon Prime subscription, most of the movies I want to watch are listed as Rent or Buy. What is the point of the bloodsucking leach of a subscription if you have to keep on paying more and more?",2024-02-28 13:58:55,3
"Functionality is fine but honestly just miss when this was a benefit of being a prime member instead of a multi host streaming platform. Amazon should just start picking up a few of the dozen Netflix shows that got their seasons cut short even with a large viewer base over a few ""Prime Originals"" the exclusives just don't cut it anymore.",2024-04-22 04:35:36,2
"Could use a little better organization when it comes to searching and seasons, but all in all, one of the top entertainment apps I've subscribed to. General selection is very good, and the apps functionality far surpasses other apps. Hated the dysfunction of the Disney app so much I refused to even use another's account, so i think that says something. Playback quality has always been on track. Would like an in-video brightness control option, but no real complaints.",2024-03-25 00:44:26,4
"Freezes up - watching a video and need to pause it? Freezes up and then you have to reset the app. Does it remember where you are in the episode? No. Wanna fast forward to where you were? Think again you have to wait for the adds you just watched before it froze up again and you gotta watch some more after you skip to the part you were at. Oh but don't worry your video might not load and it might freeze up but the ads are just fine they load 100% and never freeze. Create problems, sell solution",2024-03-21 16:13:17,1
"Good selection but it should be harder for my kids to order shows and movies so I don't get so many added charges. Ads are way too long. Sometimes I'll just switch to max or something else just to avoid them. Just less ads all together would be wise. The app that gets the ads down will be the one I stick with. But come on prime, every time I try to watch something on a break or while I'm waiting for something I get real annoyed.",2024-03-25 03:21:36,2
"Used to really enjoy Prime Video but since they've added ads even though I pay for Prime Membership, which isn't cheap, it really sucks now. The ads seem to get longer the longer I watch episodes. On top of this, they now censor words even if it's not a kid account and there's no way to disable that, it's extremely annoying. If there is, it's not intuitive. I'm not paying an extra $3 a month to not have ads on a service I already pay over $100 on and to not be able to disable censorship. BOOOO!",2024-02-15 19:58:39,2
"Has gotten worse. The app was really good, and then they made everyone pay for no commercials (which I am not). The window screen has NOT been updated for the newest Android phones, so it will get stuck when trying to go back to large screen. I have to restart my phone when this happens. I'll be on full 5G, and the video will stop and say I have no internet connection?!? Amazon took a good thing and made it worse on purpose, but why?",2024-02-27 17:54:20,2
"Paying to disable ads is ridiculous. Only other complaint is that we can't cast to our Google Hubs. Anyways, this service used to be good, until we started having to pay for less than what was originally included for free. These annoyances become much more annoying when you're paying too much. I think you're better off subscribing to the individual streaming services (Max, Paramount or whatever), since you almost have to anyways as Prime's exclusives (that appeal to me) are few and far between.",2024-03-14 00:55:50,2
"Love the app and have been a Prime member since the beginning, but after this most recent update with the ads version (silly to me but I paid to remain ad free), I seem to have a lot of streaming issues. Currently watching a series that I found pretty interesting,but one of the episodes plays in Spanish with any settings being changed at all. Would love to know what's going on with this issue and if there are any plans to fix it?",2024-03-09 10:52:56,4
"On a scale from 1 to 10? I'd give it a: ""You call this trying?"" -Video takes 30 seconds to load every time you fast forward/rewind. (YouTube was faster a literal decade ago. (And no, it's not my connection.)) -Constant ads. You can't even ""pre-watch"" them, where you watch all ads in a row, so you can then watch the show uninterrupted. (They will refresh the ads stamps) -Many shows you see can't actually be watched without paying for a DIFFERENT service. (Pay to look at things you can't watch)",2024-03-30 01:13:55,1
"Forcing customers to have to watch commercials on a streaming platform that never had commercials, EVER, is how you lose customers. Customer loyalty comes from treating them right. It's no problem to watch anything on Prime Video without commercials and without paying anything for it. I will no longer be on the app/website, nor will I pay for it in any way until this is resolved. In the mean time, will still be enjoying it outside this platform.",2024-04-11 14:35:26,1
"Several movies are just a black screen. I can still hear the sound and the subtitles work are the pros, but it still requires buffering: Dead Ringers (tv), Sound of Freedom are a few examples of ones I've repeatedly tried and even came back to months later that still don't work. Some of the other stuff works though.",2024-04-14 03:08:45,2
"Used to be good for viewing content while not at home or while the internet's down, but now there's a problem with the audio, and a lot of visual stutter with resuming video (some of the episodes I watch are essentially 2 episodes in 1 as half length, hence pausing in the middle is still stopping between episodes, and definitely no fun to try to restart and then get back to the spot like that).",2024-03-18 07:23:06,2
"It's okay, but for the amount it cost it would be better. When downloading a video it's sometimes do it in the wrong language. The 10 seconds skip four button doesn't work properly. It says 10 seconds but usually only does 5 to 8 seconds. The skip intro function is all over the place and usually only work if you watch the show once before . And now the commercials no thank you.",2024-02-14 01:31:17,3
"Grrrrr. I rely on captions as I'm hard of hearing. Started Using Paramount+ for Superbowl and thought I would see what it's all about!! It has been a NIGHTMARE! Captions are the worst I've ever seen for a service! Very frustrating. Will not renew. And after looking at reviews, it's been a problem for years and they haven't fixed it.",2024-02-24 00:35:03,1
"Amazon prime video comes with my cell phone service at a extra fee. I pay $50 a month for my phone, then another 10$ for Amazon making it a total of $60. Regardless of this, I don't get to watch anything on Amazon unless it's through ""FreeVee"" on Amazon. I do get to watch live TV which is cool but I feel it's kind of a rip-off that I pay the extra $10 a month to not even get prime. If you download the app you will understand that ""FreeVee"" mostly just has B-rated movies & TV.",2024-03-20 13:13:07,3
